forward bid,hydrogen production
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
-2.450980392156863,10.0
-0.09803921568627416,10.0
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.3725490196078436,8.627450980392156
2.0098039215686274,7.990196078431373
1.617647058823529,8.235294117647058
1.666666666666666,8.333333333333334
1.1764705882352935,8.823529411764707
1.5196078431372548,8.480392156862745
0.5882352941176467,9.411764705882353
0.6372549019607838,9.362745098039216
1.0784313725490193,8.92156862745098
2.450980392156862,7.549019607843138
3.0392156862745088,6.666666666666667
2.598039215686274,7.401960784313726
2.2058823529411757,7.794117647058824
1.0784313725490193,8.92156862745098
0.5392156862745097,9.46078431372549
0.04901960784313708,9.950980392156863
0.0,10.0
-0.049019607843135304,10.0
-0.3921568627450984,10.0
-1.4215686274509807,10.0
